indicativo,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
1387E,98,15.6,8.5,14.4,16.9,22,9.4,18.1,1007.5,1005.0
1387E,98,16.0,6.3,14.7,17.3,20,2.2,13.3,1009.8,1003.9
1387E,98,14.6,0.0,10.8,18.3,19,1.7,9.2,1010.0,1007.5
1387E,98,13.8,0,10.5,17.0,19,4.4,16.9,1016.1,1008.8
1387E,98,12.9,0,8.8,17.0,99,3.3,8.3,1019.0,1015.8
1387E,98,11.0,1.8,7.1,14.8,29,3.9,12.8,1019.1,1014.1
1387E,98,10.9,0.7,6.8,15.0,22,5.3,12.5,1019.7,1017.7
1387E,98,9.9,0.1,5.4,14.4,22,1.7,7.8,1021.9,1019.1
1387E,98,9.3,0,2.0,16.6,15,2.2,8.3,1021.2,1010.6
1387E,98,10.9,1.2,5.8,16.0,35,2.5,10.3,1012.2,1007.7
1387E,98,9.0,4.5,4.1,13.9,19,3.3,20.0,1012.1,991.4
1387E,98,10.8,3.4,7.7,14.0,30,6.7,18.9,1009.0,992.7
1387E,98,10.5,0.4,7.5,13.5,20,4.2,15.3,1012.4,1007.6
1387E,98,12.9,5.4,9.6,16.2,22,8.1,21.7,1007.6,1001.8
1387E,98,10.0,4.8,7.4,12.5,28,5.0,20.0,1013.4,1002.0
1387E,98,9.7,0.1,7.0,12.4,18,4.4,18.9,1013.7,1004.1
1387E,98,11.0,20.5,8.5,13.4,19,6.7,22.2,1004.8,994.9
1387E,98,11.0,0.7,8.3,13.8,28,3.6,18.6,1009.2,1003.6
1387E,98,12.2,0.0,10.1,14.4,99,6.4,15.3,1012.0,1008.9
1387E,98,15.2,0.0,13.0,17.4,22,6.9,16.1,1015.7,1010.4
1387E,98,13.1,0.0,10.3,15.9,99,3.6,11.7,1018.0,1015.3
1387E,98,13.6,0.0,9.6,17.5,18,2.5,9.7,1017.0,1013.9
1387E,98,11.1,0,5.6,16.6,99,2.2,5.8,1017.4,1015.4
1387E,98,11.0,0.1,4.7,17.3,15,1.4,6.7,0,0
1387E,98,10.8,0.7,4.5,17.2,15,2.8,10.8,1014.8,1013.0
1387E,98,13.0,0.0,11.0,15.1,18,3.6,9.2,1016.8,1012.5
1387E,98,12.7,0,10.6,14.8,05,1.4,6.7,1021.2,1016.7
1387E,98,8.6,0.1,2.8,14.5,99,1.7,5.8,1020.7,1018.3
1387E,98,8.8,0.1,0.7,17.0,13,1.9,7.2,1019.2,1016.8
1387E,98,7.6,0.1,0.0,15.3,13,1.9,6.1,1019.4,1016.6
1387E,98,7.1,0,0.0,14.2,17,1.4,6.7,1021.9,1018.5
1387E,98,5.2,0.3,-2.0,12.4,99,2.8,5.8,1022.3,1016.9
1387E,98,6.0,0.2,-2.1,14.1,14,1.9,5.0,1016.9,1015.1
1387E,98,6.2,0.2,-1.7,14.2,17,1.4,6.7,1021.4,1016.3
1387E,98,4.7,0.1,-2.5,11.9,15,1.1,7.2,1023.5,1021.4
1387E,98,5.0,0.1,-3.3,13.2,19,1.1,6.1,1022.7,1020.6
1387E,98,4.8,0.1,-2.4,11.9,16,1.7,7.8,1022.5,1020.0
1387E,98,5.0,0.2,-2.4,12.5,05,2.2,6.7,1021.9,1019.3
1387E,98,5.9,0.0,-0.8,12.6,05,2.8,9.7,1019.3,1013.7
1387E,98,8.9,0.0,5.9,11.9,99,4.7,10.8,1015.5,1011.9
1387E,98,5.8,0.0,-1.0,12.6,99,2.5,8.3,1020.8,1015.3
1387E,98,5.0,0.0,-0.6,10.5,07,3.6,9.2,1022.4,1020.2
1387E,98,9.2,0.0,6.1,12.3,15,1.9,7.2,1021.7,1017.6
1387E,98,8.0,0,3.1,12.9,02,1.7,6.7,1017.6,1011.1
1387E,98,7.0,0.1,-0.1,14.2,14,1.4,6.7,1011.1,1005.9
1387E,98,10.9,5.9,8.5,13.3,99,3.6,9.7,1008.9,1004.5
1387E,98,7.8,5.0,4.0,11.7,17,2.5,7.2,1011.6,1008.8
1387E,98,7.3,6.7,3.8,10.8,22,3.6,10.8,1010.9,1004.4
1387E,98,10.6,19.8,8.6,12.5,22,5.8,15.3,1004.7,992.8
1387E,98,10.2,7.4,8.6,11.8,99,5.6,12.5,1013.1,1002.8
1387E,98,7.6,1.1,3.3,12.0,33,0.8,7.2,1014.9,1012.1
1387E,98,9.2,11.0,7.6,10.7,33,5.6,15.3,1012.6,1004.4
1387E,98,11.2,7.1,10.2,12.2,33,7.8,19.7,1006.1,1003.3
1387E,98,11.5,1.4,10.6,12.4,34,5.3,14.4,1011.4,1005.2
1387E,98,8.0,0.0,3.8,12.2,01,2.2,7.2,1013.5,1011.2
1387E,98,6.4,2.4,0.4,12.5,31,2.2,12.8,1012.3,1006.0
1387E,98,10.4,1.5,8.6,12.2,35,4.7,16.1,1012.0,1007.0
1387E,98,10.8,1.0,9.4,12.3,99,4.4,14.4,1011.5,1008.2
1387E,98,9.6,3.5,7.2,12.1,29,6.7,21.7,1008.3,1000.0
1387E,98,9.4,23.2,5.4,13.3,99,5.6,15.0,1004.5,987.5
1387E,98,11.0,8.6,7.8,14.1,99,5.6,13.9,987.6,978.4
1387E,98,7.2,14.0,4.2,10.2,01,8.6,23.6,995.1,972.6
1387E,98,6.6,1.7,2.8,10.4,36,5.8,22.2,1014.7,995.1
1387E,98,5.6,0.1,-0.2,11.3,17,2.8,8.3,1018.8,1014.7
1387E,98,8.8,0.0,5.3,12.3,21,5.3,12.5,1017.1,1015.0
1387E,98,12.2,0.0,9.9,14.6,17,3.6,9.2,1017.5,1015.5
1387E,98,11.5,1.6,9.5,13.5,21,4.4,11.7,1015.8,1010.1
1387E,98,10.6,0.0,6.6,14.7,20,2.5,8.9,1014.4,1011.0
1387E,98,10.3,0.3,7.1,13.5,18,7.5,16.1,1011.0,1005.6
1387E,98,12.4,10.0,11.0,13.7,99,7.2,16.9,1007.6,1000.3
1387E,98,9.8,0.0,6.0,13.7,22,3.6,20.0,1016.8,998.8
1387E,98,7.7,0,3.0,12.4,99,2.2,6.7,1020.3,1016.8
1387E,98,7.8,0,0.6,15.0,16,2.2,6.7,1019.2,1016.6
1387E,98,11.0,0.0,3.1,19.0,15,3.3,8.3,1017.1,1014.6
1387E,98,0,0.0,0,0,0,2.8,0,1014.6,1009.4
1387E,98,13.9,0.0,7.6,20.2,99,3.1,10.3,1014.4,1009.9
1387E,98,13.1,0.0,3.8,22.4,19,3.1,11.7,1013.9,1006.4
1387E,98,10.8,16.6,8.0,13.7,19,2.2,12.5,1007.5,1005.5
1387E,98,8.9,1.0,5.8,12.0,35,2.5,6.7,1010.9,1005.9
1387E,98,7.2,0.0,1.0,13.5,13,1.9,7.8,1010.5,1006.8
1387E,98,9.4,0.0,2.8,16.0,14,3.9,10.8,1010.1,1007.8
1387E,98,14.1,0.0,8.5,19.7,17,4.2,11.4,1014.4,1009.5
1387E,98,15.0,0.0,7.2,22.9,17,3.3,14.4,1015.2,1012.9
1387E,98,15.0,0.0,10.2,19.7,99,3.1,9.2,1018.7,1014.9
1387E,98,14.4,0.0,6.8,21.9,17,1.1,5.8,1018.4,1015.6
1387E,98,15.5,0.0,7.1,23.9,14,2.5,7.8,1018.0,1015.2
1387E,98,14.8,0.0,5.3,24.3,15,3.3,9.2,1015.2,1010.5
1387E,98,13.0,0.0,8.8,17.2,22,4.2,14.4,1018.7,1010.2
1387E,98,11.7,0.0,6.8,16.6,99,1.9,7.2,1020.2,1016.8
1387E,98,13.4,0.0,9.5,17.3,17,2.8,8.9,1016.8,1013.1
1387E,98,20.4,0.0,15.9,24.9,99,3.9,10.8,1006.4,1003.5
1387E,98,19.1,0.0,13.7,24.5,03,2.5,7.8,1006.5,1004.8
1387E,98,20.0,0,16.0,23.9,36,3.6,9.2,1005.3,1004.1
1387E,98,19.2,0.0,14.9,23.4,32,3.1,8.9,1006.5,1004.6
1387E,98,19.5,0.0,12.9,26.1,33,2.5,8.3,1006.1,1003.6
1387E,98,21.3,0,18.3,24.3,99,2.5,8.3,1003.8,1000.7
1387E,98,20.9,3.9,17.4,24.4,19,4.7,12.5,1000.8,997.4
1387E,98,22.9,4.1,19.4,26.4,20,6.4,21.1,997.7,993.5
1387E,98,20.6,0.2,16.8,24.5,99,6.9,17.5,1006.9,996.0
1387E,98,19.4,0.0,15.2,23.5,99,3.9,11.4,1009.3,1006.5
1387E,98,16.9,2.6,13.2,20.6,33,3.9,11.4,1011.3,1007.2
1387E,98,16.3,0.2,11.8,20.8,35,3.1,8.3,1013.4,1010.8
1387E,98,15.1,0.0,9.1,21.1,99,2.8,8.3,1012.7,1009.4
1387E,98,17.8,0.2,13.2,22.3,15,3.1,9.2,1011.4,1008.2
1387E,98,18.4,0.0,14.3,22.6,99,2.5,7.8,1011.5,1008.9
1387E,98,18.8,0,12.0,25.6,99,2.8,10.8,1008.9,1005.2
1387E,98,22.8,10.8,19.2,26.5,99,5.0,12.8,1005.8,1000.1
1387E,98,17.3,0,13.2,21.4,33,3.1,12.5,1009.2,999.1
1387E,98,16.0,0.0,11.3,20.7,36,4.2,13.3,1011.0,1008.0
1387E,98,19.6,0.0,15.2,24.0,99,4.7,10.8,1012.1,1009.5
1387E,98,19.6,0.0,12.5,26.7,33,2.8,10.3,1010.3,1008.2
1387E,98,21.6,0.0,12.7,30.6,12,2.8,6.7,1009.5,1004.7
1387E,98,24.7,0.0,17.1,32.3,15,3.6,10.3,1006.3,1003.6
1387E,98,19.0,0.0,15.7,22.2,04,3.6,8.9,1007.7,1005.9
1387E,98,19.4,0.0,15.0,23.8,35,2.2,8.3,1006.6,1002.6
1387E,98,20.0,0,15.3,24.8,99,2.8,10.3,1005.0,1002.3
1387E,98,20.6,0.0,18.1,23.2,99,3.1,8.3,1007.0,1004.1
1387E,98,19.0,0,15.2,22.8,99,3.1,8.3,1007.9,1005.8
1387E,98,18.7,0.0,13.3,24.1,99,1.9,8.9,1009.2,1007.2
1387E,98,20.4,0.0,14.8,25.9,99,2.8,6.7,1009.1,1005.6
1387E,98,18.7,0.4,15.7,21.7,33,3.3,8.3,1008.1,1005.4
1387E,98,17.8,0.0,15.2,20.5,99,5.0,12.8,1011.3,1007.4
1387E,98,21.2,0.0,16.0,26.5,99,5.0,10.3,1010.8,1007.6
1387E,98,20.4,0.0,11.9,28.9,99,2.2,6.1,1010.0,1007.5
1387E,98,17.0,0.0,11.9,22.0,35,4.2,13.3,1015.2,1009.0
1387E,98,18.6,0.0,14.5,22.8,99,5.3,13.3,1015.7,1013.2
1387E,98,19.0,0.0,14.2,23.8,06,5.3,13.9,1013.3,1010.8
1387E,98,17.5,0.0,13.8,21.2,36,3.9,12.5,1013.2,1010.1
1387E,98,18.6,0.0,14.2,23.0,99,3.6,9.2,1010.1,1006.4
1387E,98,15.4,0.9,9.8,21.1,34,3.3,11.4,1010.2,1006.6
1387E,98,16.4,0.2,13.7,19.0,99,4.4,10.8,1015.8,1009.6
1387E,98,15.0,0.0,9.9,20.1,35,3.6,11.7,1017.3,1014.9
1387E,98,18.4,0,9.2,27.7,35,2.8,5.8,1016.6,1013.8
1387E,98,19.2,0.0,11.4,26.9,08,3.1,9.2,1015.1,1010.9
1387E,98,20.7,0.0,14.3,27.1,99,2.8,9.2,1012.7,1008.6
1387E,98,20.0,0.0,14.1,26.0,35,3.1,8.9,1009.8,1006.4
1387E,98,19.3,0.0,13.9,24.7,01,2.5,9.7,1008.1,1004.8
1387E,98,21.6,4.7,16.3,27.0,15,2.8,7.8,1005.8,1003.0
1387E,98,21.6,0.0,15.7,27.4,36,1.9,6.7,1005.7,1003.4
1387E,98,19.8,0.7,13.7,25.8,99,2.5,5.8,1005.6,1002.7
1387E,98,18.6,0.4,13.4,23.7,17,2.2,9.2,1003.2,997.0
1387E,98,18.6,0.1,15.7,21.6,20,3.9,18.1,997.1,992.4
1387E,98,18.0,0.1,13.9,22.2,22,3.9,6.9,1005.3,996.5
1387E,98,17.6,6.3,15.6,19.7,21,8.3,19.7,1005.6,1000.4
1387E,98,18.6,0.2,15.6,21.7,20,3.9,13.9,1008.1,1000.6
1387E,98,18.0,0.0,13.5,22.4,22,3.9,10.3,1008.7,1007.0
1387E,98,19.4,4.2,14.6,24.1,23,5.0,11.7,1008.2,1006.6
1387E,98,15.9,0.7,11.3,20.5,23,3.1,10.8,1010.8,1006.9
1387E,98,15.6,0,8.6,22.6,20,2.2,12.5,1010.5,1005.1
1387E,98,19.0,1.7,15.9,22.2,22,5.6,15.3,1006.6,1002.8
1387E,98,21.5,0.2,18.0,25.0,99,5.3,13.3,1005.7,1002.3
1387E,98,18.8,0.0,15.6,22.1,99,3.9,12.5,1008.4,1001.6
1387E,98,15.6,0,11.3,19.8,99,2.2,7.2,1010.6,1007.6
1387E,98,15.7,0,9.6,21.8,99,5.3,11.4,1008.3,1006.5
1387E,98,15.2,0.0,10.3,20.1,99,1.9,5.8,1008.7,1006.6
1387E,98,15.4,1.8,10.2,20.7,99,2.5,7.8,1009.2,1005.9
1387E,98,15.8,0.0,11.8,19.7,01,1.9,6.7,1011.6,1008.7
1387E,98,16.4,1.1,9.7,23.2,14,1.4,8.3,1009.9,1007.4
1387E,98,15.6,2.5,11.1,20.1,99,1.4,9.2,1010.5,1005.8
1387E,98,14.6,0.1,9.9,19.3,17,2.2,7.2,1012.2,1010.2
1387E,98,14.2,0.0,8.1,20.2,0,2.2,0,1011.8,1003.8
1387E,98,15.6,0.0,11.1,20.1,16,2.2,8.3,1006.0,1001.7
1387E,98,18.6,10.9,14.3,22.8,99,5.6,15.0,1001.7,994.5
1387E,98,15.4,20.8,12.6,18.1,20,0.8,16.1,999.7,992.4
1387E,98,12.5,13.8,10.6,14.4,29,3.9,16.4,1005.3,993.4
1387E,98,13.2,6.5,10.3,16.1,23,6.1,18.1,1005.5,1000.3
1387E,98,16.4,16.8,14.0,18.9,21,5.3,18.9,1000.4,998.0
1387E,98,15.2,0,12.0,18.3,25,2.8,10.8,1004.4,1000.0
1387E,98,14.9,8.2,12.8,17.0,21,3.1,9.2,1004.2,997.1
1387E,98,12.0,22.1,10.1,13.8,11,1.4,7.8,997.4,992.8
1387E,98,12.5,5.2,9.2,15.8,99,1.7,8.9,1005.9,996.6
1387E,98,10.2,0.5,5.4,14.9,99,2.5,6.1,1008.0,1005.7
1387E,98,10.2,1.2,2.9,17.5,99,2.2,8.3,1008.2,1003.5
1387E,98,12.5,2.0,8.5,16.5,33,3.1,8.9,1003.8,999.8
1387E,98,15.0,3.4,12.5,17.5,99,4.4,11.4,1008.9,1001.1
1387E,98,16.4,0.0,12.8,20.1,23,4.4,12.8,1008.4,1003.9
1387E,98,17.9,0.0,13.9,21.9,20,7.2,18.1,1005.7,1002.5
1387E,98,18.6,0,14.8,22.3,99,1.7,10.8,1005.4,1003.3
1387E,98,17.9,0,15.6,20.2,20,4.2,15.3,1003.3,1001.1
1387E,98,18.8,3.2,16.2,21.4,99,5.0,11.4,1005.9,1001.4
1387E,98,18.8,0.0,15.8,21.8,19,3.1,11.7,1010.2,1003.5
1387E,98,18.8,3.3,16.7,21.0,99,3.1,10.3,1010.6,1008.0
1387E,98,18.8,11.4,15.6,21.9,25,4.4,16.1,1008.1,999.2
1387E,98,14.8,2.5,13.4,16.3,31,4.4,22.8,999.2,987.3
1387E,98,13.8,11.5,11.0,16.6,31,4.7,22.8,997.4,989.5
1387E,98,13.0,13.0,9.6,16.4,30,5.8,17.5,995.4,992.4
1387E,98,13.2,6.1,10.8,15.5,32,6.7,16.4,1007.2,995.4
1387E,98,12.8,8.9,10.9,14.6,33,5.3,13.9,1007.0,999.6
1387E,98,8.9,23.3,6.4,11.4,31,5.3,20.6,1003.1,1000.1
1387E,98,10.9,1.0,7.8,14.0,36,5.6,16.1,1010.8,1001.9
1387E,98,12.4,2.0,10.0,14.9,99,6.7,16.1,1010.8,1005.0
1387E,98,10.6,13.9,8.9,12.2,35,3.9,17.5,1011.2,1006.4
1387E,98,11.4,0.8,8.2,14.5,36,3.9,14.4,1010.7,1005.2
1387E,98,11.8,26.9,8.3,15.4,27,6.1,16.9,1009.6,994.0
1387E,98,10.8,8.9,8.3,13.4,35,3.6,20.0,1005.0,995.4
1387E,98,9.2,11.3,6.1,12.3,99,11.1,28.9,997.7,987.6
1387E,98,8.2,13.1,5.6,10.8,35,6.7,20.6,1002.5,996.9
1387E,98,8.6,6.6,6.0,11.3,32,3.3,12.5,1005.2,1001.2
1387E,98,11.0,5.5,8.7,13.2,29,5.0,14.4,1004.5,999.7
1387E,98,9.0,0.3,4.4,13.6,04,1.9,6.1,1008.1,1004.5
1387E,98,7.9,1.4,4.4,11.4,18,5.0,12.8,1008.3,997.0
1387E,98,9.3,2.5,6.9,11.7,99,5.3,11.7,997.6,990.7
1387E,98,10.0,9.5,6.3,13.8,21,3.6,11.4,992.7,985.6
1387E,98,12.2,18.1,9.5,15.0,35,7.2,25.8,985.6,969.8
1387E,98,11.1,1.3,8.5,13.7,33,5.6,17.5,1000.9,982.4
1387E,98,11.6,4.5,7.6,15.7,20,5.6,17.5,1001.2,992.6
1387E,98,13.8,0,12.2,15.3,20,3.6,16.9,1000.8,994.6
1387E,98,14.6,8.7,11.8,17.5,20,8.3,22.2,994.6,986.5
1387E,98,12.8,0.9,10.9,14.7,99,3.9,12.5,998.9,993.1
1387E,98,12.2,11.5,9.1,15.4,28,2.8,9.2,1003.8,995.1
1387E,98,12.7,3.4,9.1,16.3,20,3.1,15.3,1007.7,1000.6
1387E,98,13.2,2.0,9.9,16.5,28,4.4,12.8,1002.8,994.4
1387E,98,11.0,0.9,8.6,13.3,99,4.2,14.4,1009.3,993.3
1387E,98,9.2,0,6.6,11.7,99,5.8,12.8,1013.1,1009.1
1387E,98,7.0,0.0,1.2,12.9,11,2.5,7.8,1011.1,1002.3
1387E,98,5.5,0.0,0.0,11.0,15,2.5,7.2,1008.3,1000.9
1387E,98,8.2,0.0,3.7,12.6,03,2.8,8.9,1011.6,1008.1
1387E,98,9.6,0.3,5.8,13.3,99,1.4,6.7,1012.2,1010.0
1387E,98,12.2,1.7,8.8,15.7,23,2.5,11.7,1011.9,1009.9
1387E,98,11.0,9.6,7.7,14.4,22,2.2,10.3,1018.5,1009.3
1387E,98,9.0,0,4.4,13.5,24,1.1,5.8,1021.6,1018.2
1387E,98,9.2,8.3,4.2,14.2,22,4.7,15.0,1019.4,1008.4
1387E,98,10.2,8.5,8.3,12.2,29,3.9,13.3,1015.7,1011.3
1387E,98,12.4,16.7,10.5,14.2,28,8.3,18.6,1011.5,1000.1
1387E,98,13.4,0.9,12.0,14.8,29,6.4,18.6,1005.9,1001.8
1387E,98,13.2,25.5,11.0,15.5,22,5.3,16.4,1004.5,996.5
1387E,98,11.2,8.0,9.0,13.3,27,3.1,9.7,997.6,990.8
1387E,98,7.4,11.4,5.8,9.1,33,1.4,6.7,990.8,985.7
1387E,98,6.4,0.1,2.1,10.8,18,3.9,16.9,996.5,988.8
1387E,98,12.4,55.6,9.6,15.3,99,9.2,23.3,994.7,986.6
1387E,98,10.8,32.8,8.1,13.4,21,6.1,20.6,988.0,976.0
1387E,98,9.6,3.5,6.9,12.2,27,3.3,14.4,986.4,978.9
1387E,98,13.5,8.1,10.3,16.7,99,10.6,28.9,995.2,978.8
1387E,98,11.6,3.3,8.7,14.5,28,6.4,22.2,1011.4,994.7
1387E,98,12.0,0,8.5,15.4,22,6.7,16.9,1012.0,1009.6
1387E,98,14.4,0.0,10.2,18.6,22,4.2,11.7,1014.2,1009.7
1387E,98,14.4,0.2,10.7,18.0,21,5.8,16.9,1012.9,1004.4
1387E,98,9.2,0.1,3.3,15.0,22,2.5,6.7,1018.4,1012.9
1387E,98,7.2,0,-0.3,14.6,13,1.1,7.2,1018.0,1015.1
1387E,98,9.1,0.0,1.1,17.1,14,2.8,9.2,1016.9,1014.8
1387E,98,11.1,0.0,3.0,19.2,15,2.2,6.1,1017.0,1015.0
1387E,98,9.7,0.0,3.5,15.9,99,1.9,7.8,1020.2,1016.4
1387E,98,11.1,0.0,9.2,13.0,14,1.9,6.1,1021.4,1019.2
1387E,98,6.4,0,2.1,10.7,10,1.4,8.3,1020.6,1017.0
1387E,98,6.7,0.1,1.7,11.7,22,3.1,13.3,1017.0,1014.7
1387E,98,9.6,0.9,5.3,13.8,99,1.4,12.8,1024.7,1015.8
1387E,98,7.4,0.2,2.3,12.5,20,1.1,6.1,1025.6,1021.8
1387E,98,5.4,0,-0.6,11.4,99,1.7,6.1,1021.8,1016.0
1387E,98,7.2,0.0,1.3,13.2,15,2.8,10.3,1019.7,1015.2
1387E,98,8.8,0.1,3.4,14.2,18,2.5,7.8,1021.0,1018.6
1387E,98,12.9,0,10.4,15.4,23,2.8,10.3,1018.8,1013.3
1387E,98,12.0,1.9,8.9,15.2,28,6.9,17.5,1017.9,1009.4
1387E,98,8.0,0.1,3.4,12.6,99,1.7,8.3,1022.5,1017.7
1387E,98,7.0,0,0.2,13.9,99,2.5,7.8,1021.3,1017.7
1387E,98,8.4,0.0,3.3,13.5,22,2.5,8.3,1019.6,1014.5
1387E,98,10.8,0.0,9.2,12.5,19,8.6,19.7,1014.5,1001.4
1387E,98,14.0,8.9,12.0,15.9,20,10.3,24.7,1001.4,995.1
1387E,98,11.6,4.3,8.1,15.1,21,2.5,22.8,1007.0,993.7
1387E,98,12.2,53.3,8.5,15.8,20,7.8,22.8,1009.6,1000.7
1387E,98,9.2,0.9,6.3,12.2,27,3.3,12.5,1019.0,1009.5
1387E,98,11.4,15.1,9.3,13.4,99,6.1,17.5,1014.1,1006.3
1387E,98,9.6,0.1,7.5,11.8,08,6.7,16.1,1025.1,1014.1
1387E,98,8.6,0,6.5,10.8,08,6.9,18.9,1025.1,1019.1
1387E,98,8.4,0.0,7.2,9.7,99,5.3,14.4,1019.9,1013.4
1387E,98,11.0,0.7,8.9,13.2,99,5.0,10.3,1013.9,1006.1
1387E,98,7.4,0.1,1.5,13.4,15,1.1,7.2,1006.4,1003.7
1387E,98,9.4,0.0,3.3,15.5,99,2.2,6.7,1007.7,1005.5
1387E,98,8.0,0,1.4,14.6,16,1.4,6.7,1007.1,1003.8
1387E,98,9.0,3.8,4.7,13.4,21,6.4,16.1,1008.4,1004.2
1387E,98,12.4,4.0,10.1,14.7,20,4.7,15.0,1006.2,1001.1
1387E,98,10.4,4.3,7.0,13.9,23,2.2,8.3,1009.1,1005.9
1387E,98,13.0,12.3,10.8,15.1,99,5.8,16.4,1007.8,1004.0
1387E,98,15.2,0.6,13.3,17.1,22,6.1,20.6,1008.1,1002.8
1387E,98,15.6,6.8,14.1,17.2,99,6.9,12.5,1007.9,1001.9
1387E,98,16.6,0.6,14.0,19.2,19,5.8,16.9,1010.8,1005.2
1387E,98,17.8,0.0,15.3,20.3,21,10.3,22.8,1014.2,1009.2
1387E,98,17.2,0.0,12.6,21.9,99,7.8,15.0,1017.8,1012.4
1387E,98,11.0,0.0,7.4,14.7,99,1.9,6.1,1021.3,1017.6
1387E,98,8.6,0,1.6,15.6,15,1.4,6.1,1019.6,1008.9
1387E,98,12.2,0.0,5.0,19.3,22,3.9,12.8,1008.9,1006.1
1387E,98,13.0,0.3,9.2,16.7,23,5.0,13.3,1008.9,1006.5
1387E,98,10.9,0.0,7.2,14.6,99,2.8,10.8,1012.7,1008.8
1387E,98,13.0,0.0,10.3,15.8,21,9.2,18.6,1015.7,1010.3
1387E,98,14.9,0.0,11.6,18.2,99,3.9,12.8,1018.6,1015.3
1387E,98,11.2,1.2,9.0,13.4,24,1.9,6.7,1017.9,1014.6
1387E,98,11.2,0.3,7.3,15.1,23,1.1,13.3,1015.2,1007.3
1387E,98,13.4,0.5,11.1,15.6,23,2.2,15.3,1012.8,1006.2
1387E,98,13.1,0.0,9.6,16.6,17,3.9,14.4,1013.3,1010.3
1387E,98,13.2,0.0,11.3,15.2,21,5.3,21.1,1010.9,1006.2
1387E,98,14.2,5.0,10.5,17.9,99,8.1,22.8,1010.0,1004.2
1387E,98,8.7,1.1,4.9,12.5,28,3.9,12.8,1023.3,1010.0
1387E,98,7.6,0.2,2.7,12.4,99,1.9,7.2,1024.4,1022.2
1387E,98,8.2,0.0,1.3,15.1,99,2.2,6.1,1023.0,1013.2
1387E,98,9.4,0,3.3,15.4,99,3.6,8.9,1018.6,1011.2
1387E,98,10.0,0.0,3.3,16.7,17,1.4,6.7,1018.9,1015.8
1387E,98,10.4,0,5.3,15.6,36,1.7,8.9,1022.6,1017.9
1387E,98,8.5,0.1,4.6,12.4,17,1.7,5.8,1022.7,1018.9
1387E,98,9.8,3.6,6.5,13.1,99,2.5,9.2,1019.0,1011.8
1387E,98,11.2,4.1,9.6,12.8,99,4.7,11.7,1014.0,1009.1
1387E,98,11.3,0.4,8.9,13.7,27,2.8,10.8,1013.8,1008.4
1387E,98,14.6,0.0,11.5,17.7,99,4.4,13.9,1011.9,1007.2
1387E,98,14.2,12.3,10.6,17.7,21,5.6,17.5,1011.4,993.2
1387E,98,11.4,2.9,8.7,14.2,24,5.6,18.1,999.6,989.6
1387E,98,12.9,39.4,10.4,15.4,21,5.0,18.9,997.0,982.3
1387E,98,19.2,0.0,15.9,22.4,99,3.3,10.3,1011.7,1008.7
1387E,98,18.2,0.0,15.3,21.2,99,3.6,10.3,1011.7,1009.0
1387E,98,18.0,0.3,13.4,22.5,99,3.1,7.8,1009.3,1007.3
1387E,98,20.1,0.0,16.4,23.8,99,3.6,9.7,1008.3,1003.6
1387E,98,18.6,0.0,13.6,23.7,02,3.3,9.2,1003.6,1002.3
1387E,98,21.6,0.0,17.6,25.5,99,3.1,8.3,1004.1,1000.5
1387E,98,21.8,0.0,18.2,25.3,99,3.3,8.9,1009.4,1003.6
1387E,98,20.2,0.0,15.3,25.0,99,3.1,9.7,1009.1,1005.3
1387E,98,19.3,0.0,15.9,22.7,03,2.8,7.8,1005.9,1003.4
1387E,98,19.9,0.5,18.2,21.6,36,3.3,8.9,1003.4,1001.6
1387E,98,19.8,51.2,18.1,21.5,35,3.6,10.8,1002.6,999.9
1387E,98,18.4,9.5,15.9,20.9,33,4.4,12.5,1006.3,1001.0
1387E,98,19.1,0.0,14.9,23.3,19,2.5,7.8,1006.9,1005.4
1387E,98,18.0,0.0,12.8,23.1,99,3.1,8.3,1006.6,1004.2
1387E,98,18.4,2.5,13.8,23.0,24,3.3,11.4,1004.5,1002.3
1387E,98,20.1,9.9,15.8,24.4,22,3.3,12.8,1003.7,1001.1
1387E,98,20.8,1.3,18.4,23.2,23,2.5,9.2,1002.8,999.9
1387E,98,22.2,0.5,18.9,25.6,22,6.9,16.4,1001.9,997.1
1387E,98,21.2,5.9,16.8,25.5,21,8.6,20.6,997.1,991.0
1387E,98,20.2,3.8,15.1,25.3,23,6.9,16.9,998.0,993.5
1387E,98,20.4,0.0,15.7,25.0,99,3.6,10.8,1010.1,998.0
1387E,98,18.6,0.0,13.9,23.3,35,3.3,8.9,1014.1,1010.1
1387E,98,18.9,0.0,14.5,23.3,99,3.3,10.3,1013.4,1010.4
1387E,98,19.2,0,12.8,25.5,02,2.5,6.1,1010.5,1002.8
1387E,98,19.7,0.1,14.3,25.1,23,2.8,7.2,1007.6,1003.2
1387E,98,22.3,0,19.3,25.3,01,2.2,7.8,1009.4,1006.9
1387E,98,22.0,1.1,16.8,27.1,99,3.1,8.9,1008.9,1006.2
1387E,98,17.9,5.8,15.0,20.8,99,3.1,11.7,1006.5,1002.3
1387E,98,17.0,1.5,14.0,19.9,99,5.0,11.7,1007.1,1001.5
1387E,98,15.6,0.0,10.4,20.8,05,3.3,9.2,1009.1,1006.5
1387E,98,14.8,0.0,7.9,21.8,36,3.1,7.8,1008.4,1004.8
1387E,98,18.1,0.0,13.6,22.6,99,3.6,10.3,1007.0,1004.1
